2/15 17:33:35.102  CAST: 0x0000000000671818(Milktrader) begins to cast Shoot Bow(2480) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:39.324  0x00000000006E5FF9 gains 130 Mana from 0x00000000006E5FF9's Water Shield.
2/15 17:34:39.324  0xF1300028E50164BA's Frostbolt hits 0x00000000006E5FF9 for 360 Frost damage.
2/15 17:34:39.400  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(51743)(Rank 7) on 0x00000000006E5FF9(Mooshmallows).
2/15 17:34:39.400  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(19993) on 0x00000000006E5FF9(Mooshmallows).
2/15 17:34:39.400  0x00000000006E1670's Flash of Light heals 0x00000000006E5FF9 for 921.
2/15 17:34:39.400  Frostbolt fades from 0x00000000006E5FF9.
2/15 17:34:39.400  0x00000000006E5FF9 is afflicted by Frost Shock (1).
2/15 17:34:39.515  CAST: 0x00000000001CFD42(Netheras) casts Distract(1725).
2/15 17:34:39.515  0x00000000001CFD42 performs Distract on 0xF1300028E500BE90.
2/15 17:34:39.669  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BF1E(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1E(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BF1B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1B(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:39.669  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:39.816  0x0000000000426076 gains Mana Spring (1).
2/15 17:34:40.072  0x00000000006E5FF9's Flametongue Attack hits 0xF1300028E50164BA for 57 Fire damage.
2/15 17:34:40.072  0x00000000006E5FF9 hits 0xF1300028E50164BA for 68.
2/15 17:34:40.575  You fail to perform Stealth: You are in combat.
2/15 17:34:40.728  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:40.728  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:41.102  You fail to perform Stealth: You are in combat.
2/15 17:34:41.253  0x00000000001CFD42 gains Mana Spring (1).
2/15 17:34:41.622  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:41.622  CAST: 0x0000000000426076(Gustas) casts Deep Wound(12721) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:41.622  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:41.622  0x0000000000426076 crits 0xF1300028E50164BA for 306.
2/15 17:34:41.622  0xF1300028E50164BA is afflicted by Deep Wound (1).
2/15 17:34:41.622  Mana Spring fades from 0x00000000001CFD42.
2/15 17:34:41.813  UNIT_INFO: 15.02.26 17:34:41&0xF1300028E500BF44&0&Scholomance Adept&0&&&59&na&7818
2/15 17:34:41.813  0xF1300028E500BF44 begins to cast Frostbolt.
2/15 17:34:41.813  CAST: 0xF1300028E500BF44(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:42.033  CAST: 0x00000000006E5FF9(Mooshmallows) casts Earth Shock(10414)(Rank 7) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:42.033  0x00000000006E5FF9's Earth Shock hits 0xF1300028E50164BA for 708 Nature damage.
2/15 17:34:42.033  Clearcasting fades from 0x00000000006E5FF9.
2/15 17:34:42.033  Slice and Dice fades from you.
2/15 17:34:42.325  0x0000000000426076 hits 0xF1300028E50164BA for 88.
2/15 17:34:42.522  Devotion Aura fades from you.
2/15 17:34:42.666  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:42.666  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:42.741  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:42.741  CAST: 0x0000000000426076(Gustas) casts Execute(20662)(Rank 5) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:42.741  CAST: 0x0000000000426076(Gustas) casts Execute(20647) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:42.741  0x0000000000426076's Execute hits 0xF1300028E50164BA for 509.
2/15 17:34:42.743  0xF1300028E50164BA is slain by 0x0000000000426076!
2/15 17:34:42.743  0xF1300028E50164BA dies.
2/15 17:34:42.743  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:43.419  UNIT_INFO: 15.02.26 17:34:43&0xF13000290200BE8F&0&Spectral Tutor&0&&&58&na&7580
2/15 17:34:43.419  0xF13000290200BE8F attacks. You parry.
2/15 17:34:43.419  UNIT_INFO: 15.02.26 17:34:43&0xF1300028ED0164BD&0&Scholomance Necromancer&0&&&58&na&7580
2/15 17:34:43.419  0xF1300028ED0164BD misses you.
2/15 17:34:43.505  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:43.508  Your Sinister Strike crits 0xF13000290200BE8F for 549.
2/15 17:34:43.508  You crit 0xF13000290200BE8F for 436.
2/15 17:34:44.171  You hit 0xF13000290200BE8F for 76.
2/15 17:34:44.171  0x00000000001CFD42 gains Mana Spring (1).
2/15 17:34:44.505  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:44.505  Your Sinister Strike crits 0xF13000290200BE8F for 584.
2/15 17:34:44.508  CAST: 0x0000000000671818(Milktrader) casts Holy Strength(20007) on 0x0000000000671818(Milktrader).
2/15 17:34:44.508  Your Holy Strength heals you for 121.
2/15 17:34:44.508  You gain Holy Strength (1).
2/15 17:34:44.648  CAST: 0x00000000001CFD42(Netheras) casts Sprint(11305)(Rank 3).
2/15 17:34:44.648  0x00000000001CFD42 gains Sprint (1).
2/15 17:34:44.685  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:44.685  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:44.685  Mana Spring fades from 0x00000000006E5FF9.
2/15 17:34:44.685  Mana Spring fades from 0x00000000001CFD42.
2/15 17:34:44.685  Mana Spring fades from 0x00000000006E1670.
2/15 17:34:44.759  Mana Spring fades from 0x0000000000426076.
2/15 17:34:44.839  CAST: 0xF1300028E500BF44(Scholomance Adept) fails casting Frostbolt(15043).
2/15 17:34:45.235  CAST: 0x0000000000671818(Milktrader) casts Riposte(14251) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:45.235  Your Riposte hits 0xF13000290200BE8F for 357.
2/15 17:34:45.235  CAST: 0x0000000000671818(Milktrader) casts Hack and Slash(52634) on 0x0000000000671818(Milktrader).
2/15 17:34:45.235  You gain 1 extra attack through Hack and Slash.
2/15 17:34:45.235  CAST: 0x0000000000671818(Milktrader) casts Rogue Armor Energize(27788) on 0x0000000000671818(Milktrader).
2/15 17:34:45.235  You gain 35 Energy from Rogue Armor Energize.
2/15 17:34:45.235  You hit 0xF13000290200BE8F for 226.
2/15 17:34:45.235  0xF13000290200BE8F is afflicted by Riposte (1).
2/15 17:34:45.526  UNIT_INFO: 15.02.26 17:34:45&0xF1300028F200BF42&0&Risen Lackey&0&&&55&na&1167
2/15 17:34:45.526  0xF1300028F200BF42 attacks. You dodge.
2/15 17:34:45.526  0xF13000290200BE8F attacks. You dodge.
2/15 17:34:45.526  0xF1300028ED0164BD crits you for 524.
2/15 17:34:45.592  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:45.592  Your Agitating Poison I hits 0xF13000290200BE8F for 81 Nature damage.
2/15 17:34:45.592  You crit 0xF13000290200BE8F for 162.
2/15 17:34:45.669  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:45.669  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:46.468  0xF1300028E500BF44 begins to cast Frostbolt.
2/15 17:34:46.468  CAST: 0xF1300028E500BF44(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:46.468  0xF13000290200BE8F begins to cast Silence.
2/15 17:34:46.468  CAST: 0xF13000290200BE8F(Spectral Tutor) begins to cast Silence(12528) on 0x0000000000671818(Milktrader).
2/15 17:34:46.516  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:46.516  Your Sinister Strike hits 0xF13000290200BE8F for 270.
2/15 17:34:47.074  You hit 0xF13000290200BE8F for 70.
2/15 17:34:47.357  Frost Shock fades from 0x00000000006E5FF9.
2/15 17:34:47.477  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:47.477  Your Agitating Poison I crits 0xF13000290200BE8F for 120 Nature damage.
2/15 17:34:47.477  You crit 0xF13000290200BE8F for 494.
2/15 17:34:47.477  Relentless Strikes fades from you.
2/15 17:34:47.625  CAST: 0x0000000000671818(Milktrader) casts Kidney Shot(8643)(Rank 2) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:47.625  CAST: 0xF13000290200BE8F(Spectral Tutor) fails casting Silence(12528).
2/15 17:34:47.625  You gain 20 Energy from Relentless Strikes.
2/15 17:34:47.625  0xF1300028F200BF42 attacks. You dodge.
2/15 17:34:47.625  0xF1300028ED0164BD attacks. You dodge.
2/15 17:34:47.625  0xF13000290200BE8F is afflicted by Kidney Shot (1).
2/15 17:34:47.625  You gain Relentless Strikes (1).
2/15 17:34:47.696  CAST: 0x00000000001CFD42(Netheras) casts Cheap Shot(1833) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:47.696  0xF13000290200BE8F is afflicted by Cheap Shot (1).
2/15 17:34:47.696  Stealth fades from 0x00000000001CFD42.
2/15 17:34:47.814  CAST: 0x00000000001CFD42(Netheras) casts Hack and Slash(52634) on 0x00000000001CFD42(Netheras).
2/15 17:34:47.814  0x00000000001CFD42 gains 1 extra attack through Hack and Slash.
2/15 17:34:47.814  0x00000000001CFD42 crits 0xF13000290200BE8F for 464.
2/15 17:34:47.892  0x00000000001CFD42 crits 0xF13000290200BE8F for 496.
2/15 17:34:48.411  Devotion Aura fades from 0x00000000001CFD42.
2/15 17:34:48.538  You hit 0xF13000290200BE8F for 72.
2/15 17:34:48.673  CAST: 0x00000000001CFD42(Netheras) casts Taste for Blood(52530)(Rank 3) on 0x00000000001CFD42(Netheras).
2/15 17:34:48.673  CAST: 0x0000000000671818(Milktrader) casts Slice and Dice(6774)(Rank 2) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:48.673  CAST: 0x00000000001CFD42(Netheras) casts Rupture(11275)(Rank 6) on 0xF13000290200BE8F(Spectral Tutor).
2/15 17:34:48.673  0x00000000001CFD42's Rupture fails. 0xF13000290200BE8F is immune.
2/15 17:34:48.680  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:48.680  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
